case,num_errors,error_dict,fidelity,alpha,beta,alpha_rec,beta_rec
758,1,{2: 'X'},1.0000000000000004,0.878477220088684,(-0.004233513870468004-0.4777654771386966j),(0.8784772200886841+0j),(-0.0042335138704679455-0.4777654771386966j)
759,1,{4: 'Y'},0.9999999999999998,0.4782188619474893,(0.6949460789530947+0.5369885170330619j),(0.4782188619474894+0j),(0.6949460789530948+0.5369885170330619j)
760,2,"{6: 'Z', 3: 'X'}",0.0,0.8863826366660493,(0.3388226480056506-0.3154758859491187j),0j,0j
761,3,"{7: 'Z', 8: 'Y', 0: 'Y'}",0.0,0.9353489992392209,(0.28404255846215754-0.21081289003393436j),0j,0j
762,1,{5: 'Z'},1.0,0.5801317949252384,(0.8038565188913167+0.13138416020493285j),(0.5801317949252383+0j),(0.8038565188913167+0.13138416020493282j)
763,1,{6: 'X'},1.0,0.974364897167065,(-0.18399605036609554+0.1294546276434033j),(0.974364897167065+0j),(-0.1839960503660956+0.1294546276434033j)
764,2,"{7: 'X', 6: 'Z'}",1.0,0.9780138054656258,(-0.1917624819578486-0.08195210083952087j),-0.9780138054656258j,(-0.08195210083952087+0.19176248195784862j)
765,1,{7: 'Z'},1.0,0.9040400551728748,(-0.3444016657158024-0.25317794393510323j),(0.9040400551728748+0j),(-0.3444016657158024-0.25317794393510323j)
766,1,{8: 'X'},1.0,0.9981225625471717,(0.055305642177444776+0.02631798012021027j),(0.9981225625471717+0j),(0.05530564217744485+0.026317980120210274j)
767,1,{5: 'X'},1.0000000000000004,0.8852862594448342,(-0.4474718246283466-0.1266380866957172j),(0.8852862594448343+0j),(-0.44747182462834667-0.1266380866957172j)
768,3,"{0: 'Y', 1: 'X', 5: 'X'}",0.0,0.5242765546782517,(-0.59921725177096-0.6050394858145708j),0j,0j
769,1,{6: 'Z'},1.0000000000000004,0.9616718121141546,(-0.2063715374217964-0.18054947888942308j),(0.9616718121141548+0j),(-0.20637153742179637-0.18054947888942308j)
770,3,"{1: 'Z', 0: 'Y', 6: 'Y'}",0.0,0.404984259745089,(-0.5118759359694474+0.7576085899289451j),0j,0j
771,2,"{8: 'X', 2: 'X'}",0.0,0.07100416103584974,(-0.9949417123804444+0.0710591168047025j),0j,0j
772,1,{2: 'Z'},1.0,0.9683549599595637,(-0.0669773060469586-0.24042194574623152j),(0.9683549599595637+0j),(-0.06697730604695856-0.24042194574623152j)
773,3,"{4: 'X', 8: 'Y', 3: 'X'}",0.0,0.9425563590712928,(-0.12160468533316708-0.3111266791506149j),0j,0j
774,1,{1: 'X'},1.0000000000000004,0.9043524488380341,(-0.22037749476901977+0.3654865361131399j),(0.9043524488380342+0j),(-0.22037749476901985+0.3654865361131399j)
775,2,"{5: 'X', 1: 'X'}",0.0,0.44316471106770183,(-0.13420544739948373+0.8863373718582471j),0j,0j
776,1,{1: 'Z'},1.0000000000000004,0.08466400263158327,(0.9502681696693507-0.2997038744688852j),(0.08466400263158332+0j),(0.9502681696693509-0.2997038744688853j)
777,2,"{0: 'Z', 3: 'Y'}",0.0,0.7948165106265225,(0.14117264924619938+0.5902008111992804j),0j,0j
778,1,{5: 'Y'},1.0,0.8605140598030785,(0.49995178203355056-0.09779452194627762j),(0.8605140598030785+0j),(0.4999517820335506-0.09779452194627762j)
779,3,"{2: 'X', 5: 'X', 0: 'Z'}",0.0,0.7338875223483394,(0.4959759915293296-0.46413028382978205j),0j,0j
780,1,{8: 'Z'},0.9999999999999998,0.31459032537238557,(0.9315897495386152+0.1821358441841603j),(0.31459032537238557+0j),(0.9315897495386153+0.1821358441841603j)
781,1,{2: 'Z'},1.0000000000000004,0.2843665061341395,(0.8576627404504751-0.4284277229965907j),(0.2843665061341395+0j),(0.8576627404504753-0.42842772299659077j)
782,3,"{2: 'X', 3: 'Z', 5: 'X'}",0.0,0.726433098325351,(-0.5682779091228939+0.3864649682187804j),0j,0j
783,2,"{8: 'Y', 5: 'X'}",0.0,0.4491378987636391,(0.893306910862171-0.016670659857019696j),0j,0j
784,3,"{8: 'Z', 0: 'Z', 7: 'Y'}",0.0,0.4452825499175034,(0.6988295631194289+0.5597862917661295j),0j,0j
785,1,{3: 'Z'},1.0,0.5629252829914881,(0.42220919127385315-0.7105311566517205j),(0.5629252829914881+0j),(0.42220919127385315-0.7105311566517206j)
786,3,"{6: 'X', 8: 'Y', 1: 'Z'}",0.0,0.2703434213408053,(0.6493052116611111+0.7108566498580903j),0j,0j
787,2,"{6: 'Z', 2: 'Y'}",0.0,0.24683439750230352,(-0.9396675876406573+0.23684932963228408j),0j,0j
788,2,"{2: 'Y', 6: 'X'}",0.0,0.8462855587561238,(0.18709993900367888+0.49879290879648147j),0j,0j
789,3,"{5: 'X', 8: 'Z', 4: 'X'}",0.0,0.5261610402004006,(0.4315354762468137+0.732756229939854j),0j,0j
790,3,"{1: 'Z', 5: 'Y', 3: 'X'}",0.0,0.9998108498713839,(0.008624209199722193+0.01743236917749449j),0j,0j
791,3,"{4: 'Z', 8: 'Z', 2: 'Y'}",0.24992533785363233,0.8023968815921795,(0.31151998702086936-0.5090329479490138j),(0.5090329479490138+0.3115199870208694j),0.8023968815921796j
792,1,{5: 'Y'},0.9999999999999998,0.8635583003967909,(0.495388188617997+0.09411484682867849j),(0.8635583003967908+0j),(0.49538818861799705+0.0941148468286785j)
793,3,"{7: 'Y', 5: 'Z', 6: 'Y'}",0.0,0.41731231115679807,(0.24324437181786993-0.875604140314504j),0j,0j
794,2,"{6: 'Y', 5: 'X'}",0.0,0.9472013422953324,(-0.2847544657383462-0.14739237224493534j),0j,0j
795,3,"{6: 'Z', 1: 'Y', 5: 'Z'}",0.4629331885591475,0.9307512265253458,(0.36550687126084846-0.010338345257821025j),(0.010338345257821025+0.36550687126084846j),0.9307512265253458j
796,2,"{3: 'X', 0: 'X'}",0.0,0.09971223962634869,(-0.9888075539464117+0.11098238836505352j),0j,0j
797,2,"{7: 'X', 2: 'X'}",0.0,0.8160100450393029,(-0.2599678788159588-0.5162792929983595j),0j,0j
798,1,{4: 'Y'},1.0,0.40311652487586036,(0.8802297461357566-0.25038502628909615j),(0.40311652487586047+0j),(0.8802297461357567-0.25038502628909615j)
799,2,"{4: 'Y', 3: 'Y'}",0.48347632182609707,0.9206857814019406,(0.2709507136803719+0.280933092889384j),(-0.9206857814019407+0j),(0.27095071368037194+0.280933092889384j)
800,2,"{1: 'Y', 2: 'X'}",0.03126269302191107,0.7670764606410755,(0.6367265187942439+0.07856872020418827j),(-0.7670764606410754+0j),(0.6367265187942439+0.07856872020418829j)
801,2,"{4: 'X', 3: 'Z'}",1.0000000000000004,0.9507926813481444,(0.02120290029946614-0.3091014624903882j),-0.9507926813481445j,(-0.3091014624903882-0.021202900299466147j)
802,3,"{7: 'Z', 1: 'Z', 8: 'Z'}",1.0,0.06975523706912941,(-0.9340444717770898+0.3502786485700873j),(0.06975523706912937+0j),(-0.9340444717770899+0.35027864857008734j)
803,2,"{2: 'Z', 6: 'Y'}",0.0,0.9265393316764193,(0.3596990751690876+0.11018821252346939j),0j,0j
804,2,"{3: 'Y', 1: 'X'}",0.0,0.998510389337612,(0.011899089094960688+0.05324860621237461j),0j,0j
805,3,"{1: 'Z', 4: 'X', 7: 'Z'}",0.7817917739577073,0.7165902875209601,(0.6169424233053192+0.32539269530336434j),(0.3253926953033643-0.6169424233053192j),-0.7165902875209601j
806,3,"{4: 'X', 5: 'X', 8: 'Z'}",0.0,0.7912037803508045,(0.2763423798700992-0.5455561080643546j),0j,0j
807,2,"{3: 'Y', 2: 'Z'}",0.0,0.8168351009299893,(-0.5274861193960914+0.23353546140393022j),0j,0j
808,2,"{7: 'Y', 3: 'X'}",0.0,0.8924171374141848,(-0.2030253441079978-0.40295454147993043j),0j,0j
809,1,{5: 'X'},1.0,0.9372127422517377,(0.11054704631287773+0.33077428302768086j),(0.9372127422517377+0j),(0.1105470463128777+0.33077428302768086j)
810,3,"{7: 'Y', 0: 'Y', 5: 'Y'}",0.0,0.5847277376792444,(-0.5356240685130368-0.6092621193033869j),0j,0j
811,2,"{7: 'Z', 2: 'Y'}",0.0,0.788814592476588,(-0.06212143912702193+0.6114838227596721j),0j,0j
812,3,"{0: 'Z', 4: 'Y', 1: 'X'}",0.0,0.710387716862178,(-0.3528833209302786+0.6089520946187474j),0j,0j
813,2,"{0: 'Z', 7: 'X'}",0.0,0.3788190885935152,(0.051886103553635994-0.9240151137157875j),0j,0j
814,2,"{3: 'Z', 4: 'X'}",1.0,0.6607935528862191,(-0.3738015517583736+0.650864256482901j),-0.6607935528862191j,(0.650864256482901+0.37380155175837365j)
815,3,"{3: 'X', 6: 'Y', 5: 'Z'}",0.0,0.4277151021145608,(0.8538089049241409+0.2967661458040155j),0j,0j
816,1,{6: 'Y'},1.0000000000000004,0.9955753360160975,(0.09142947641857714-0.0216887334406456j),(0.9955753360160977+0j),(0.09142947641857717-0.02168873344064561j)
817,2,"{1: 'Z', 4: 'Z'}",0.010568187512328572,0.95679096379724,(-0.05372212641577131-0.285770860532204j),(-0.05372212641577128-0.2857708605322041j),(0.95679096379724+0j)
818,2,"{5: 'X', 6: 'Z'}",0.0,0.6497757159613072,(-0.42346429080322423-0.6312444164992614j),0j,0j
819,3,"{4: 'Y', 8: 'X', 3: 'Y'}",0.0,0.4505445982426335,(-0.8358812268237749-0.3135476672500769j),0j,0j
820,2,"{0: 'Z', 5: 'Z'}",0.07640072659191587,0.633525504343821,(-0.2181497127440176-0.742331555422245j),(-0.21814971274401762-0.7423315554222453j),(0.6335255043438212+0j)
821,2,"{1: 'Y', 3: 'Z'}",0.0,0.9887053053501871,(-0.1382163381100344-0.05794879681102896j),0j,0j
822,1,{2: 'Z'},1.0,0.9117686811232317,(0.17254325705162077-0.37270188699390955j),(0.9117686811232317+0j),(0.1725432570516209-0.3727018869939096j)
823,2,"{4: 'Z', 0: 'Y'}",0.0,0.1322698366806027,(0.5444452742259327-0.8283018976662649j),0j,0j
824,2,"{3: 'Z', 6: 'Y'}",0.0,0.6221137673001376,(0.6114772310748913+0.48894790766769247j),0j,0j
825,3,"{3: 'Z', 1: 'Z', 8: 'Y'}",0.8462187864855629,0.6839650506806192,(0.6724769841726129+0.28278351296630644j),(-0.28278351296630644+0.672476984172613j),0.6839650506806192j
826,2,"{0: 'X', 6: 'Z'}",0.0,0.6774126241141909,(-0.13777875656544733+0.7225850475411218j),0j,0j
827,1,{1: 'X'},1.0,0.6081162928761781,(-0.44154046750809095+0.6597246318664105j),(0.6081162928761781+0j),(-0.44154046750809095+0.6597246318664105j)
828,1,{2: 'Y'},1.0,0.8808260725821246,(-0.422126721190442-0.21436991653811077j),(0.8808260725821246+0j),(-0.4221267211904419-0.21436991653811077j)
829,1,{3: 'Z'},1.0,0.9955142810080334,(0.08965934946385086-0.0302079023233551j),(0.9955142810080335+0j),(0.08965934946385086-0.030207902323355105j)
830,2,"{5: 'X', 3: 'Y'}",0.15303334848521616,0.5517269385647846,(0.3088438678003846+0.7747340515196354j),(-0.5517269385647846+0j),(0.30884386780038453+0.7747340515196354j)
831,2,"{8: 'Z', 4: 'Z'}",0.15815702897486378,0.9287998772856865,(-0.21408789104583972-0.3024849795636776j),(-0.2140878910458398-0.30248497956367765j),(0.9287998772856865+0j)
832,2,"{2: 'X', 5: 'Y'}",0.0,0.9782073458657685,(-0.19841572730851306-0.061168518462379216j),0j,0j
833,1,{7: 'Y'},1.0,0.9473388376054719,(-0.3157626380266009+0.05332057005317263j),(0.9473388376054719+0j),(-0.3157626380266008+0.05332057005317264j)
834,1,{2: 'X'},1.0,0.6928057320983885,(-0.5153658003092849-0.5043989586063657j),(0.6928057320983885+0j),(-0.5153658003092849-0.5043989586063657j)
835,1,{8: 'Y'},1.0,0.9935209222197445,(0.04245416841714557-0.105422107243391j),(0.9935209222197445+0j),(0.042454168417145596-0.105422107243391j)
836,2,"{7: 'X', 3: 'Y'}",0.0,0.9799661618908323,(0.16274524956046799+0.11480551073207296j),0j,0j
837,2,"{7: 'Z', 5: 'Y'}",0.0,0.7393772791843818,(0.264134183496981+0.6193176665769223j),0j,0j
838,2,"{5: 'X', 0: 'Z'}",0.0,0.9862657585844996,(0.0993838307597199-0.1319193224181542j),0j,0j
839,3,"{4: 'Z', 3: 'Y', 7: 'X'}",0.0,0.049829250616520056,(0.7239567027325595+0.6880434131300122j),0j,0j
840,1,{3: 'X'},1.0,0.9915525717834688,(0.12525308195207766-0.03369217789183709j),(0.9915525717834688+0j),(0.1252530819520777-0.033692177891837094j)
841,3,"{4: 'X', 3: 'Z', 1: 'Z'}",0.0,0.20798736288083788,(0.1210857755224466-0.9706077950686376j),0j,0j
842,2,"{3: 'Y', 8: 'X'}",0.0,0.9929042441519149,(-0.10256682278968154+0.06017648052141825j),0j,0j
843,2,"{5: 'Y', 6: 'Y'}",0.0,0.3420989168286523,(-0.835173081335235+0.43064400067535086j),0j,0j
844,3,"{6: 'Z', 2: 'Y', 5: 'Y'}",0.0,0.959745037950556,(-0.21805447218079899-0.17703589831228841j),0j,0j
845,3,"{4: 'Z', 5: 'Z', 7: 'Z'}",1.0,0.23266637520040206,(0.6813982782189432+0.6939472201049338j),(0.23266637520040206+0j),(0.6813982782189432+0.6939472201049338j)
846,1,{1: 'Z'},1.0,0.8915290946807276,(-0.44710746826209724+0.0726001732919412j),(0.8915290946807277+0j),(-0.44710746826209724+0.0726001732919412j)
847,3,"{1: 'X', 5: 'X', 8: 'Y'}",0.0,0.6385345032839203,(0.7654046272470051-0.08018381822306984j),0j,0j
848,3,"{4: 'Z', 3: 'Z', 7: 'Z'}",1.0,0.2620170337983594,(0.9159794018726826+0.303856560476275j),(0.26201703379835944+0j),(0.9159794018726825+0.30385656047627496j)
849,3,"{6: 'Z', 7: 'Y', 0: 'X'}",0.0,0.08979656120685786,(0.9303041208595499+0.3556273615839521j),0j,0j
850,2,"{4: 'Z', 8: 'Z'}",0.024122442372927027,0.9721126078836773,(0.07988478438579627+0.22048922607971283j),(0.0798847843857962+0.22048922607971286j),(0.9721126078836775+0j)
851,1,{6: 'Z'},1.0,0.8290381157389686,(-0.4353631343855748+0.35093410189086577j),(0.8290381157389687+0j),(-0.43536313438557483+0.35093410189086577j)
852,1,{7: 'X'},1.0000000000000004,0.952927457327915,(0.2903240057974825-0.08741414489805557j),(0.9529274573279151+0j),(0.2903240057974826-0.08741414489805557j)
853,2,"{2: 'Z', 3: 'X'}",0.0,0.8596511364257031,(0.10258643067823667-0.5004757215716826j),0j,0j
854,3,"{1: 'X', 6: 'Y', 0: 'Z'}",0.0,0.6065517024013355,(-0.5133423813991421+0.6071034769901251j),0j,0j
855,3,"{4: 'Z', 3: 'X', 1: 'Y'}",0.0,0.999969780517372,(0.006764507123193733+0.003831382964307843j),0j,0j
856,2,"{0: 'Z', 3: 'Y'}",0.0,0.9816966939808636,(0.190381666232418-0.005140251901493157j),0j,0j
857,1,{4: 'Z'},1.0,0.5104964124166776,(0.028874788117828558-0.85939493803539j),(0.5104964124166776+0j),(0.028874788117828554-0.8593949380353901j)
858,3,"{6: 'Z', 4: 'Z', 2: 'X'}",0.02141334292141499,0.6259821895136991,(-0.11688270760305512+0.7710283594492578j),(0.7710283594492578+0.11688270760305515j),-0.6259821895136991j
859,1,{4: 'X'},1.0,0.9998332556147442,(0.012638514940010025+0.013180626196526574j),(0.9998332556147443+0j),(0.012638514940010063+0.013180626196526577j)
860,2,"{1: 'Z', 0: 'Y'}",1.0,0.5347982460201303,(-0.2917796980289386+0.7930040629605459j),0.5347982460201303j,(-0.793004062960546-0.2917796980289386j)
861,1,{1: 'X'},1.0,0.18664805671138798,(-0.19566253972704273-0.9627453835118742j),(0.186648056711388+0j),(-0.19566253972704278-0.9627453835118743j)
862,3,"{6: 'Z', 0: 'Y', 7: 'X'}",0.0,0.5906666314767571,(0.7209786007052235+0.36235726539568464j),0j,0j
863,3,"{3: 'Z', 0: 'Z', 7: 'Y'}",0.16148217092409464,0.9598793593175623,(0.20932236891475725-0.18658982134087707j),(0.18658982134087704+0.2093223689147572j),0.9598793593175624j
864,3,"{2: 'Z', 4: 'X', 3: 'Y'}",0.0,0.8059142882833028,(0.07941032823841272+0.5866823328769029j),0j,0j
865,3,"{1: 'X', 6: 'Z', 7: 'Z'}",1.0,0.627028251725304,(-0.7537372004856401+0.19676332011423975j),(0.6270282517253041+0j),(-0.7537372004856401+0.19676332011423972j)
866,1,{4: 'Z'},1.0,0.606325142486393,(-0.44065480767801624-0.6619616016500547j),(0.6063251424863931+0j),(-0.44065480767801635-0.6619616016500548j)
867,3,"{6: 'Z', 0: 'Y', 3: 'X'}",0.0,0.5469468857125253,(0.7808952638485971-0.3017477275940944j),0j,0j
868,1,{5: 'X'},1.0,0.11349203662060077,(0.6548668008934452+0.7471740297355717j),(0.11349203662060074+0j),(0.6548668008934452+0.7471740297355717j)
869,3,"{0: 'Z', 1: 'X', 8: 'Y'}",0.0,0.258771031425339,(0.6810867195520522-0.6849514097692554j),0j,0j
870,2,"{6: 'X', 4: 'Z'}",0.0,0.990659670192772,(0.016982649117397892+0.1352959995066501j),0j,0j
871,1,{5: 'Z'},1.0000000000000004,0.9278916496886284,(-0.2632041648292678+0.2640845585312465j),(0.9278916496886286+0j),(-0.26320416482926784+0.26408455853124657j)
872,1,{1: 'Y'},1.0,0.7490029403704772,(-0.3458094095948118-0.5651640890503102j),(0.7490029403704772+0j),(-0.3458094095948119-0.5651640890503103j)
873,2,"{8: 'Z', 1: 'Z'}",0.7519066977182046,0.7221954647897546,(0.6003399216264227-0.34354867069847755j),(0.6003399216264227-0.3435486706984776j),(0.7221954647897546+0j)
874,2,"{0: 'Y', 8: 'Y'}",0.0,0.49749712379082545,(-0.7479077964035362-0.43946619881244875j),0j,0j
875,1,{2: 'X'},1.0,0.3333143286646862,(0.7947459869522293-0.5072281286858374j),(0.33331432866468624+0j),(0.7947459869522293-0.5072281286858374j)
876,1,{4: 'Y'},1.0,0.910987891538311,(-0.3547490096860938+0.21036682627571862j),(0.910987891538311+0j),(-0.3547490096860938+0.21036682627571865j)
877,3,"{4: 'X', 6: 'Z', 3: 'X'}",0.0,0.48088136460324743,(0.8765846372998796+0.018774632543863762j),0j,0j
878,3,"{2: 'X', 8: 'Z', 4: 'Z'}",0.1750131304069234,0.9155915774879251,(0.22845650675297544+0.3309073703552106j),(0.3309073703552106-0.2284565067529754j),-0.9155915774879251j
879,3,"{6: 'Y', 2: 'X', 1: 'X'}",0.0,0.8337804440670974,(-0.12461601139550672-0.5378485110095117j),0j,0j
880,1,{6: 'Y'},1.0,0.569470267688541,(-0.6065825000988503-0.5547623678590408j),(0.569470267688541+0j),(-0.6065825000988503-0.5547623678590408j)
881,2,"{8: 'Y', 2: 'Z'}",0.0,0.35702026606668535,(-0.7589791055632886+0.5445064250640426j),0j,0j
882,1,{5: 'X'},1.0000000000000004,0.214185334234509,(-0.8516908328627657+0.47827541000597146j),(0.21418533423450906+0j),(-0.8516908328627659+0.47827541000597146j)
883,3,"{4: 'X', 8: 'Y', 1: 'X'}",0.0,0.0024927093183846386,(-0.560247163490266+0.8283217383368405j),0j,0j
884,2,"{6: 'Z', 5: 'Z'}",0.04189442858804114,0.35673174401796176,(0.2868840365627647-0.8890669335743837j),(0.2868840365627647-0.8890669335743837j),(0.3567317440179618+0j)
885,2,"{4: 'Y', 3: 'Z'}",1.0000000000000004,0.8746673144313339,(0.12503908349196427+0.46831860593507024j),0.874667314431334j,(-0.46831860593507024+0.12503908349196433j)
886,3,"{8: 'Y', 6: 'X', 4: 'Y'}",0.0,0.7958540528867921,(-0.4716592361420029-0.3796760348844914j),0j,0j
887,1,{0: 'Z'},1.0,0.40760508173981347,(-0.42715110732517403+0.8070935688324853j),(0.40760508173981347+0j),(-0.42715110732517403+0.8070935688324853j)
888,1,{0: 'X'},1.0000000000000004,0.9134593505468152,(0.030252946286261302+0.40580386166175314j),(0.9134593505468153+0j),(0.03025294628626132+0.40580386166175325j)
889,2,"{6: 'Y', 4: 'Y'}",0.0,0.9777008318386826,(0.12168738665198851-0.17115274859539228j),0j,0j
890,3,"{4: 'X', 3: 'X', 6: 'Y'}",0.0,0.98733509256116,(0.09566819629885072-0.12655833127127603j),0j,0j
891,3,"{4: 'X', 0: 'Z', 7: 'Z'}",0.0017736185258563865,0.19759944185080006,(-0.10656495331762098+0.9744733815269997j),(0.9744733815269998+0.10656495331762102j),-0.19759944185080014j
892,1,{8: 'Z'},1.0,0.8437707957556201,(0.20876793645646072+0.4944358329830462j),(0.8437707957556202+0j),(0.20876793645646066+0.4944358329830462j)
893,2,"{6: 'Y', 1: 'X'}",0.0,0.46998731354814627,(0.1394119925521274-0.8715940691838385j),0j,0j
894,2,"{3: 'Y', 0: 'X'}",0.0,0.343422283389718,(0.4852261095804999+0.804124839718787j),0j,0j
895,1,{2: 'Z'},0.9999999999999996,0.5360381146348918,(0.8009598637503398-0.26669539988478946j),(0.5360381146348917+0j),(0.8009598637503397-0.26669539988478946j)
896,2,"{5: 'Y', 2: 'X'}",0.0,0.5803553089519412,(0.4299674876252955+0.6916036979054465j),0j,0j
897,3,"{1: 'Y', 6: 'Y', 7: 'Z'}",0.0,0.9898976537964641,(-0.1293594258213274+0.05804114023201334j),0j,0j
898,2,"{0: 'Z', 3: 'Z'}",0.29452719331795646,0.8552076186636804,(-0.317293476079164-0.40981066240057495j),(-0.317293476079164-0.4098106624005749j),(0.8552076186636803+0j)
899,3,"{8: 'Z', 2: 'X', 7: 'X'}",0.0,0.005778073727411756,(-0.9425869194066839-0.333910936070411j),0j,0j
900,1,{4: 'Z'},1.0,0.9833349880694792,(0.18039274932652785+0.022599938690487497j),(0.9833349880694792+0j),(0.1803927493265278+0.0225999386904875j)
901,3,"{1: 'X', 6: 'Y', 7: 'Y'}",0.0,0.8950729275925968,(0.15980423027729768+0.4163016481786955j),0j,0j
902,1,{2: 'Y'},1.0,0.5269830607610032,(-0.24638332275431046+0.8133782096537318j),(0.5269830607610032+0j),(-0.24638332275431044+0.8133782096537318j)
903,3,"{1: 'Z', 8: 'Y', 7: 'Y'}",0.0,0.9963515752663735,(0.048120506404359824-0.0704837238488714j),0j,0j
904,3,"{2: 'Z', 0: 'X', 5: 'Z'}",0.0,0.810827355565608,(0.23625233924073033+0.535484669873719j),0j,0j
905,3,"{4: 'X', 8: 'Z', 5: 'Y'}",0.0,0.8394525787250402,(0.4829110044099648-0.24923147853278707j),0j,0j
906,1,{5: 'Z'},1.0,0.9994178469557555,(-0.033030824074023676+0.008540014479668179j),(0.9994178469557555+0j),(-0.03303082407402366+0.008540014479668179j)
907,2,"{1: 'Y', 5: 'Y'}",0.0,0.29028975432549114,(-0.68047549924494+0.6728186631336824j),0j,0j
908,3,"{6: 'X', 2: 'Z', 1: 'Y'}",0.0,0.8167628458862931,(-0.5769673518248469+0.002669926580752772j),0j,0j
909,2,"{7: 'X', 2: 'Y'}",0.0,0.2564460209539842,(0.8051926431340537-0.5346964052428864j),0j,0j
910,3,"{5: 'Z', 7: 'Y', 0: 'Y'}",0.0,0.266256805797132,(0.3038814208700794-0.9147477222801322j),0j,0j
911,3,"{5: 'X', 4: 'Y', 6: 'Z'}",0.0,0.9653034895079132,(0.11259873158822688+0.23560708560773042j),0j,0j
912,3,"{5: 'Z', 8: 'Z', 7: 'Z'}",0.9999999999999996,0.33732119165139,(0.848375444381232-0.40801166531587435j),(0.3373211916513901+0j),(0.8483754443812321-0.40801166531587435j)
913,1,{4: 'Z'},1.0,0.6013262567851871,(0.6396842499652+0.4787596403699613j),(0.6013262567851871+0j),(0.6396842499652+0.4787596403699614j)
914,1,{4: 'Z'},1.0,0.8430438902942454,(0.536024787501061+0.04420889301924108j),(0.8430438902942454+0j),(0.5360247875010611+0.04420889301924108j)
915,2,"{6: 'Z', 4: 'X'}",0.0,0.9834275520637229,(-0.10116668045190418+0.1504511635325427j),0j,0j
916,1,{3: 'Y'},1.0,0.5274867677872702,(0.812176261284673+0.2492537470430262j),(0.5274867677872703+0j),(0.812176261284673+0.2492537470430262j)
917,3,"{7: 'X', 4: 'Z', 6: 'X'}",0.0,0.05975227280746991,(0.9456202038244544-0.3197375423895966j),0j,0j
918,3,"{4: 'X', 7: 'Y', 6: 'Z'}",0.0,0.4395988749690491,(0.8964135580795612-0.056529302287285844j),0j,0j
919,3,"{2: 'Y', 1: 'X', 8: 'Z'}",0.0,0.09980244564201944,(0.1098147648483102+0.9889288089974839j),0j,0j
920,3,"{6: 'Y', 8: 'X', 4: 'X'}",0.0,0.6924617063735057,(0.6278733646689574-0.35534746818512036j),0j,0j
921,3,"{2: 'X', 5: 'Y', 6: 'Z'}",0.0,0.2653387159409272,(-0.5880821799832704+0.7640384253484535j),0j,0j
922,1,{7: 'X'},1.0,0.30683456442327495,(0.9501121589437697+0.05603066573215059j),(0.30683456442327495+0j),(0.9501121589437698+0.05603066573215059j)
923,3,"{1: 'Y', 2: 'Z', 5: 'Z'}",0.0,0.7739731745327914,(-0.4861091391493437+0.4057874196412665j),0j,0j
924,2,"{5: 'Z', 4: 'X'}",1.0,0.9050158256081022,(-0.1653904988351408-0.39190858410342116j),-0.9050158256081022j,(-0.39190858410342116+0.1653904988351408j)
925,3,"{3: 'Z', 7: 'X', 2: 'Z'}",0.0025404974249204817,0.3317826821262373,(-0.07595837587917391+0.9402928144864865j),(0.9402928144864867+0.07595837587917391j),-0.33178268212623735j
926,1,{4: 'X'},1.0,0.6903369801074091,(-0.14465856686847328+0.7088785177502152j),(0.6903369801074092+0j),(-0.14465856686847334+0.7088785177502152j)
927,1,{3: 'Y'},1.0,0.991185389044386,(0.09507239643654826-0.09226464101019909j),(0.9911853890443861+0j),(0.09507239643654836-0.09226464101019909j)
928,1,{1: 'X'},1.0,0.7638492745231986,(0.29130088935082965-0.575914991707803j),(0.7638492745231986+0j),(0.2913008893508296-0.5759149917078031j)
929,3,"{8: 'X', 7: 'Z', 4: 'Z'}",0.0,0.2580981420478055,(0.5596188248117747+0.7875354722091945j),0j,0j
930,3,"{1: 'Z', 6: 'Z', 4: 'Y'}",0.9961627105259615,0.6849759663857775,(-0.7285507522187302+0.0046612139398047045j),(-0.004661213939804705-0.7285507522187302j),0.6849759663857775j
931,2,"{3: 'X', 2: 'X'}",0.0,0.04423565347613366,(0.7556007689366053-0.6535370570548774j),0j,0j
932,3,"{0: 'X', 4: 'Y', 1: 'Y'}",0.0,0.702748967305608,(-0.23447828345584185-0.6716872959484224j),0j,0j
933,2,"{6: 'Y', 0: 'X'}",0.0,0.2765858985337421,(0.6674689067540123+0.6913649537320258j),0j,0j
934,1,{1: 'X'},1.0000000000000004,0.20221692425591825,(0.33012957653465397+0.9220210291753254j),(0.2022169242559183+0j),(0.330129576534654+0.9220210291753256j)
935,1,{3: 'Y'},1.0000000000000004,0.1596256085523164,(0.8604939332659157+0.48380766416713206j),(0.15962560855231642+0j),(0.8604939332659158+0.4838076641671321j)
936,2,"{7: 'Y', 0: 'Y'}",0.0,0.2938074842837231,(0.8358531445426162-0.4637096968331482j),0j,0j
937,3,"{6: 'X', 4: 'X', 3: 'Z'}",0.0,0.7607366722806932,(-0.07697009006366978+0.6444806596655075j),0j,0j
938,1,{0: 'Y'},1.0,0.9796425181663958,(0.1222389245325862-0.1592425255065981j),(0.9796425181663958+0j),(0.12223892453258628-0.1592425255065981j)
939,3,"{8: 'Z', 3: 'X', 5: 'X'}",0.0,0.32097105376165763,(0.32412396291669465+0.8898995669795037j),0j,0j
940,3,"{8: 'Y', 7: 'Z', 0: 'Y'}",0.0,0.43209077232694043,(0.7796784973863408+0.453209670222609j),0j,0j
941,2,"{7: 'X', 1: 'Z'}",0.0,0.12224178899436974,(-0.8147427694580588+0.5667902298375196j),0j,0j
